venda_id,produto_key,descricao,quantidade,unidade,preco_unitario,desconto,total
V000455,P023,Tubo PVC 50mm 6m,5,BR,27.76,0.0,138.8
V000455,P008,Bloco de Concreto,2,UN,3.85,0.0,7.7
V000456,P012,Telha Ceramica,19,UN,3.86,2.2,71.14
V000456,P008,Bloco de Concreto,14,UN,3.83,0.0,53.62
V000456,P003,Areia Media 20kg,3,SC,12.05,1.81,34.34
V000456,P023,Tubo PVC 50mm 6m,12,BR,28.32,0.0,339.84
V000456,P021,Mangueira 1/2 50m,7,RL,64.73,0.0,453.11
V000457,P019,Rebolo Desbaste 4.5,33,UN,10.61,35.01,315.12
V000457,P009,Ferro 10mm 12m,43,BR,55.57,191.16,2198.35
V000457,P020,Broca de Concreto 10mm,41,UN,14.14,0.0,579.74
V000457,P028,Impermeabilizante 18L,64,GL,121.1,0.0,7750.4
V000457,P011,Ferro 12mm 12m,65,BR,76.12,0.0,4947.8
V000457,P006,Tijolo Ceramico 9cm,24,UN,1.19,1.43,27.13
V000458,P022,Tubo PVC 100mm 6m,4,BR,42.45,0.0,169.8
V000458,P024,Joelho PVC 100mm,4,UN,7.13,0.0,28.52
V000459,P018,Disco de Corte 4.5,4,UN,8.07,0.0,32.28
V000459,P010,Ferro 8mm 12m,17,BR,37.89,0.0,644.13
V000459,P005,Brita 1 20kg,8,SC,14.9,0.0,119.2
V000459,P016,Rejunte 5kg,7,PCT,13.12,0.0,91.84
V000459,P009,Ferro 10mm 12m,13,BR,55.41,0.0,720.33
V000460,P018,Disco de Corte 4.5,6,UN,7.91,0.95,46.51
V000460,P025,Fio Eletrico 2.5mm 100m,3,RL,235.3,21.18,684.72
V000460,P009,Ferro 10mm 12m,16,BR,54.61,17.48,856.28
V000460,P023,Tubo PVC 50mm 6m,6,BR,28.03,0.0,168.18
V000461,P004,Areia Fina 20kg,12,SC,11.2,0.0,134.4
V000461,P012,Telha Ceramica,62,UN,3.87,0.0,239.94
V000461,P001,Cimento CP-II 50kg,63,SC,34.47,108.58,2063.03
V000461,P011,Ferro 12mm 12m,30,BR,74.62,0.0,2238.6
V000462,P014,Tinta Latex 18L,4,GL,90.02,7.2,352.88
V000462,P017,Massa Corrida 25kg,20,BD,37.58,0.0,751.6
V000462,P016,Rejunte 5kg,11,PCT,12.98,0.0,142.78
V000462,P020,Broca de Concreto 10mm,6,UN,13.86,0.0,83.16
V000463,P019,Rebolo Desbaste 4.5,1,UN,10.63,0.0,10.63
V000463,P015,Tinta Acrilica 18L,1,GL,99.48,0.0,99.48
V000463,P030,Gesso 20kg,2,SC,17.77,0.0,35.54
V000464,P015,Tinta Acrilica 18L,91,GL,98.06,0.0,8923.46
V000464,P014,Tinta Latex 18L,89,GL,87.25,0.0,7765.25
V000464,P022,Tubo PVC 100mm 6m,73,BR,42.4,92.86,3002.34
V000464,P024,Joelho PVC 100mm,41,UN,7.02,0.0,287.82
V000464,P003,Areia Media 20kg,91,SC,12.18,0.0,1108.38
V000464,P005,Brita 1 20kg,86,SC,15.08,38.91,1257.97
V000464,P017,Massa Corrida 25kg,52,BD,38.66,0.0,2010.32
V000465,P016,Rejunte 5kg,3,PCT,12.9,0.0,38.7
V000465,P030,Gesso 20kg,3,SC,18.27,0.0,54.81
V000466,P017,Massa Corrida 25kg,96,BD,37.87,0.0,3635.52
V000466,P028,Impermeabilizante 18L,80,GL,120.13,961.04,8649.36
V000466,P011,Ferro 12mm 12m,37,BR,75.53,0.0,2794.61
V000466,P015,Tinta Acrilica 18L,72,GL,98.76,0.0,7110.72
V000466,P025,Fio Eletrico 2.5mm 100m,17,RL,241.46,0.0,4104.82
V000466,P008,Bloco de Concreto,22,UN,3.85,0.0,84.7
V000466,P030,Gesso 20kg,69,SC,17.71,0.0,1221.99
V000467,P019,Rebolo Desbaste 4.5,2,UN,10.37,0.0,20.74
V000467,P006,Tijolo Ceramico 9cm,5,UN,1.19,0.0,5.95
V000468,P016,Rejunte 5kg,49,PCT,13.03,51.08,587.39
V000468,P029,Argamassa AC-II 20kg,70,SC,25.6,0.0,1792.0
V000468,P014,Tinta Latex 18L,30,GL,90.52,135.78,2579.82
V000469,P015,Tinta Acrilica 18L,6,GL,96.63,0.0,579.78
V000469,P024,Joelho PVC 100mm,19,UN,7.04,0.0,133.76
V000469,P013,Telha Fibrocimento 2.44m,2,UN,24.8,0.0,49.6
V000469,P004,Areia Fina 20kg,15,SC,10.94,0.0,164.1
V000470,P008,Bloco de Concreto,19,UN,3.75,0.0,71.25
V000470,P025,Fio Eletrico 2.5mm 100m,58,RL,241.05,0.0,13980.9
V000470,P022,Tubo PVC 100mm 6m,24,BR,41.54,79.76,917.2
V000470,P027,Tomada 2P+T,71,UN,14.24,50.55,960.49
V000470,P019,Rebolo Desbaste 4.5,15,UN,10.67,0.0,160.05
V000470,P024,Joelho PVC 100mm,26,UN,7.0,0.0,182.0
V000470,P021,Mangueira 1/2 50m,93,RL,65.65,0.0,6105.45
V000470,P028,Impermeabilizante 18L,33,GL,117.86,0.0,3889.38
V000471,P011,Ferro 12mm 12m,28,BR,75.04,0.0,2101.12
V000471,P016,Rejunte 5kg,87,PCT,13.22,0.0,1150.14
V000471,P015,Tinta Acrilica 18L,79,GL,98.09,774.91,6974.2
V000471,P025,Fio Eletrico 2.5mm 100m,86,RL,243.78,1048.25,19916.83
V000471,P028,Impermeabilizante 18L,97,GL,121.0,0.0,11737.0
V000471,P002,Cimento CP-V 50kg,58,SC,37.28,216.22,1946.02
V000471,P014,Tinta Latex 18L,53,GL,87.49,463.7,4173.27
V000471,P003,Areia Media 20kg,76,SC,11.78,0.0,895.28
V000472,P001,Cimento CP-II 50kg,4,SC,34.98,0.0,139.92
V000472,P025,Fio Eletrico 2.5mm 100m,1,RL,238.72,0.0,238.72
V000473,P030,Gesso 20kg,20,SC,17.68,0.0,353.6
V000473,P027,Tomada 2P+T,17,UN,14.0,4.76,233.24
V000474,P016,Rejunte 5kg,7,PCT,13.25,1.85,90.9
V000474,P029,Argamassa AC-II 20kg,7,SC,26.4,0.0,184.8
V000474,P023,Tubo PVC 50mm 6m,13,BR,28.33,0.0,368.29
V000474,P022,Tubo PVC 100mm 6m,17,BR,41.93,0.0,712.81
V000475,P022,Tubo PVC 100mm 6m,95,BR,41.25,0.0,3918.75
V000475,P025,Fio Eletrico 2.5mm 100m,20,RL,236.28,0.0,4725.6
V000475,P024,Joelho PVC 100mm,37,UN,6.87,0.0,254.19
V000475,P009,Ferro 10mm 12m,97,BR,54.1,0.0,5247.7
V000476,P028,Impermeabilizante 18L,42,GL,119.64,0.0,5024.88
V000476,P003,Areia Media 20kg,75,SC,12.08,0.0,906.0
V000476,P018,Disco de Corte 4.5,51,UN,8.1,0.0,413.1
V000477,P030,Gesso 20kg,98,SC,17.77,174.15,1567.31
V000477,P019,Rebolo Desbaste 4.5,68,UN,10.7,21.83,705.77
V000477,P023,Tubo PVC 50mm 6m,84,BR,28.44,238.9,2150.06
V000477,P007,Tijolo Ceramico 6cm,76,UN,0.98,0.0,74.48
V000477,P014,Tinta Latex 18L,45,GL,89.1,0.0,4009.5
V000477,P029,Argamassa AC-II 20kg,47,SC,25.73,0.0,1209.31
V000477,P001,Cimento CP-II 50kg,95,SC,35.59,101.43,3279.62
V000478,P001,Cimento CP-II 50kg,76,SC,35.65,216.75,2492.65
V000478,P011,Ferro 12mm 12m,23,BR,75.62,86.96,1652.3
V000478,P020,Broca de Concreto 10mm,67,UN,13.89,0.0,930.63
V000478,P009,Ferro 10mm 12m,41,BR,56.01,229.64,2066.77
V000479,P009,Ferro 10mm 12m,3,BR,54.96,0.0,164.88
V000479,P019,Rebolo Desbaste 4.5,3,UN,10.66,0.0,31.98
V000480,P011,Ferro 12mm 12m,20,BR,73.68,0.0,1473.6
V000480,P017,Massa Corrida 25kg,6,BD,37.58,0.0,225.48
V000480,P012,Telha Ceramica,6,UN,3.78,0.0,22.68
V000480,P023,Tubo PVC 50mm 6m,16,BR,27.47,0.0,439.52
V000481,P018,Disco de Corte 4.5,63,UN,8.12,0.0,511.56
V000481,P028,Impermeabilizante 18L,61,GL,119.81,0.0,7308.41
V000481,P003,Areia Media 20kg,77,SC,11.94,73.55,845.83
V000481,P012,Telha Ceramica,11,UN,3.8,3.34,38.46
V000481,P026,Disjuntor 20A,43,UN,27.92,0.0,1200.56
V000481,P019,Rebolo Desbaste 4.5,39,UN,10.55,20.57,390.88
V000482,P022,Tubo PVC 100mm 6m,5,BR,42.57,0.0,212.85
V000482,P024,Joelho PVC 100mm,3,UN,7.13,0.0,21.39
V000483,P007,Tijolo Ceramico 6cm,35,UN,0.98,3.43,30.87
V000483,P015,Tinta Acrilica 18L,91,GL,97.96,0.0,8914.36
V000483,P009,Ferro 10mm 12m,75,BR,54.06,0.0,4054.5
V000484,P001,Cimento CP-II 50kg,65,SC,35.11,68.46,2213.69
V000484,P006,Tijolo Ceramico 9cm,21,UN,1.22,0.77,24.85
V000484,P019,Rebolo Desbaste 4.5,14,UN,10.44,7.31,138.85
V000484,P007,Tijolo Ceramico 6cm,83,UN,1.01,2.51,81.32
V000485,P002,Cimento CP-V 50kg,3,SC,38.22,0.0,114.66
V000485,P006,Tijolo Ceramico 9cm,4,UN,1.21,0.0,4.84
V000485,P020,Broca de Concreto 10mm,11,UN,13.81,0.0,151.91
V000485,P017,Massa Corrida 25kg,5,BD,37.4,0.0,187.0
V000486,P005,Brita 1 20kg,19,SC,14.78,0.0,280.82
V000486,P017,Massa Corrida 25kg,13,BD,37.75,0.0,490.75
V000486,P028,Impermeabilizante 18L,10,GL,122.39,0.0,1223.9
V000486,P029,Argamassa AC-II 20kg,5,SC,26.28,0.0,131.4
V000486,P011,Ferro 12mm 12m,20,BR,75.85,0.0,1517.0
V000487,P025,Fio Eletrico 2.5mm 100m,10,RL,238.75,0.0,2387.5
V000487,P009,Ferro 10mm 12m,7,BR,55.45,0.0,388.15
V000488,P020,Broca de Concreto 10mm,6,UN,14.15,0.0,84.9
V000488,P014,Tinta Latex 18L,9,GL,88.56,0.0,797.04
V000489,P030,Gesso 20kg,20,SC,18.15,0.0,363.0
V000489,P019,Rebolo Desbaste 4.5,11,UN,10.54,0.0,115.94
V000489,P011,Ferro 12mm 12m,13,BR,75.34,0.0,979.42
V000490,P030,Gesso 20kg,1,SC,18.11,0.0,18.11
V000490,P024,Joelho PVC 100mm,4,UN,6.92,0.0,27.68
V000491,P010,Ferro 8mm 12m,46,BR,37.72,86.76,1648.36
V000491,P003,Areia Media 20kg,54,SC,12.14,0.0,655.56
V000491,P023,Tubo PVC 50mm 6m,79,BR,27.98,110.52,2099.9
V000491,P030,Gesso 20kg,96,SC,17.98,0.0,1726.08
V000491,P028,Impermeabilizante 18L,55,GL,120.76,0.0,6641.8
V000492,P030,Gesso 20kg,20,SC,17.73,10.64,343.96
V000492,P024,Joelho PVC 100mm,11,UN,6.93,0.0,76.23
V000492,P001,Cimento CP-II 50kg,14,SC,34.41,0.0,481.74
V000492,P016,Rejunte 5kg,5,PCT,13.19,0.0,65.95
V000493,P005,Brita 1 20kg,2,SC,14.9,0.0,29.8
V000493,P011,Ferro 12mm 12m,1,BR,73.97,0.0,73.97
V000493,P008,Bloco de Concreto,5,UN,3.85,0.0,19.25
V000494,P024,Joelho PVC 100mm,5,UN,7.1,0.0,35.5
V000494,P016,Rejunte 5kg,1,PCT,12.97,0.0,12.97
V000494,P001,Cimento CP-II 50kg,2,SC,34.98,0.0,69.96
V000495,P004,Areia Fina 20kg,15,SC,11.12,13.34,153.46
V000495,P015,Tinta Acrilica 18L,29,GL,99.86,289.59,2606.35
V000495,P019,Rebolo Desbaste 4.5,60,UN,10.7,0.0,642.0
V000495,P009,Ferro 10mm 12m,17,BR,55.36,94.11,847.01
V000495,P016,Rejunte 5kg,42,PCT,13.24,44.49,511.59
V000495,P012,Telha Ceramica,38,UN,3.88,4.42,143.02
V000495,P001,Cimento CP-II 50kg,69,SC,35.45,0.0,2446.05
V000496,P021,Mangueira 1/2 50m,11,RL,64.31,35.37,672.04
V000496,P007,Tijolo Ceramico 6cm,35,UN,1.01,0.0,35.35
V000496,P009,Ferro 10mm 12m,78,BR,55.03,0.0,4292.34
V000496,P030,Gesso 20kg,78,SC,18.1,141.18,1270.62
V000496,P029,Argamassa AC-II 20kg,20,SC,26.41,52.82,475.38
V000496,P002,Cimento CP-V 50kg,90,SC,37.65,0.0,3388.5
V000496,P024,Joelho PVC 100mm,38,UN,7.03,0.0,267.14
V000496,P015,Tinta Acrilica 18L,100,GL,97.5,0.0,9750.0
V000497,P012,Telha Ceramica,6,UN,3.83,0.69,22.29
V000497,P028,Impermeabilizante 18L,19,GL,119.83,0.0,2276.77
V000497,P023,Tubo PVC 50mm 6m,7,BR,27.47,0.0,192.29
V000497,P010,Ferro 8mm 12m,8,BR,38.2,0.0,305.6
V000497,P024,Joelho PVC 100mm,16,UN,7.13,0.0,114.08
V000498,P014,Tinta Latex 18L,3,GL,88.85,0.0,266.55
V000498,P017,Massa Corrida 25kg,11,BD,37.96,0.0,417.56
V000499,P020,Broca de Concreto 10mm,52,UN,14.2,36.92,701.48
V000499,P003,Areia Media 20kg,58,SC,11.92,20.74,670.62
V000499,P029,Argamassa AC-II 20kg,82,SC,25.73,0.0,2109.86
V000499,P024,Joelho PVC 100mm,96,UN,6.92,0.0,664.32
V000499,P001,Cimento CP-II 50kg,96,SC,34.62,0.0,3323.52
V000499,P008,Bloco de Concreto,87,UN,3.86,26.87,308.95
V000499,P017,Massa Corrida 25kg,46,BD,37.73,138.85,1596.73
V000500,P022,Tubo PVC 100mm 6m,8,BR,41.79,0.0,334.32
V000500,P024,Joelho PVC 100mm,7,UN,6.97,0.0,48.79
V000501,P026,Disjuntor 20A,76,UN,28.25,0.0,2147.0
V000501,P004,Areia Fina 20kg,12,SC,10.87,0.0,130.44
V000501,P019,Rebolo Desbaste 4.5,29,UN,10.42,0.0,302.18
V000501,P002,Cimento CP-V 50kg,67,SC,38.09,0.0,2552.03
V000501,P020,Broca de Concreto 10mm,83,UN,13.83,0.0,1147.89
V000501,P001,Cimento CP-II 50kg,70,SC,35.16,0.0,2461.2
V000501,P010,Ferro 8mm 12m,90,BR,37.38,0.0,3364.2
V000501,P018,Disco de Corte 4.5,65,UN,8.09,0.0,525.85
V000502,P023,Tubo PVC 50mm 6m,11,BR,27.99,0.0,307.89
V000502,P009,Ferro 10mm 12m,8,BR,56.03,0.0,448.24
V000502,P014,Tinta Latex 18L,19,GL,89.17,0.0,1694.23
V000502,P019,Rebolo Desbaste 4.5,3,UN,10.62,0.0,31.86
V000502,P027,Tomada 2P+T,12,UN,13.74,8.24,156.64
V000503,P020,Broca de Concreto 10mm,48,UN,13.75,0.0,660.0
V000503,P010,Ferro 8mm 12m,71,BR,37.91,0.0,2691.61
V000503,P013,Telha Fibrocimento 2.44m,68,UN,25.41,0.0,1727.88
V000503,P014,Tinta Latex 18L,25,GL,90.36,0.0,2259.0
V000503,P001,Cimento CP-II 50kg,64,SC,34.46,110.27,2095.17
V000504,P017,Massa Corrida 25kg,9,BD,37.81,0.0,340.29
V000504,P020,Broca de Concreto 10mm,19,UN,14.12,0.0,268.28
V000505,P011,Ferro 12mm 12m,17,BR,75.06,0.0,1276.02
V000505,P026,Disjuntor 20A,5,UN,28.43,0.0,142.15
V000505,P028,Impermeabilizante 18L,4,GL,119.01,0.0,476.04
V000506,P010,Ferro 8mm 12m,20,BR,37.42,0.0,748.4
V000506,P020,Broca de Concreto 10mm,14,UN,14.13,0.0,197.82
V000507,P023,Tubo PVC 50mm 6m,2,BR,28.45,0.0,56.9
V000508,P014,Tinta Latex 18L,20,GL,89.6,0.0,1792.0
V000508,P015,Tinta Acrilica 18L,26,GL,98.82,0.0,2569.32
V000508,P018,Disco de Corte 4.5,39,UN,8.04,0.0,313.56
V000509,P012,Telha Ceramica,16,UN,3.84,0.0,61.44
V000509,P006,Tijolo Ceramico 9cm,10,UN,1.2,0.0,12.0
V000509,P003,Areia Media 20kg,45,SC,12.21,0.0,549.45
V000509,P005,Brita 1 20kg,81,SC,14.85,0.0,1202.85
V000509,P025,Fio Eletrico 2.5mm 100m,62,RL,243.61,0.0,15103.82
V000510,P030,Gesso 20kg,15,SC,18.25,0.0,273.75
V000510,P028,Impermeabilizante 18L,19,GL,119.55,0.0,2271.45
V000510,P021,Mangueira 1/2 50m,14,RL,65.98,0.0,923.72
V000510,P015,Tinta Acrilica 18L,13,GL,96.42,0.0,1253.46
V000511,P020,Broca de Concreto 10mm,79,UN,14.15,33.54,1084.31
V000511,P026,Disjuntor 20A,49,UN,27.58,0.0,1351.42
V000511,P015,Tinta Acrilica 18L,61,GL,98.37,0.0,6000.57
V000511,P013,Telha Fibrocimento 2.44m,90,UN,25.18,0.0,2266.2
V000511,P003,Areia Media 20kg,71,SC,11.82,0.0,839.22
V000511,P004,Areia Fina 20kg,57,SC,11.11,63.33,569.94
V000511,P025,Fio Eletrico 2.5mm 100m,97,RL,235.8,1143.63,21728.97
V000511,P005,Brita 1 20kg,56,SC,15.0,0.0,840.0
V000512,P013,Telha Fibrocimento 2.44m,7,UN,24.84,3.48,170.4
V000512,P029,Argamassa AC-II 20kg,6,SC,26.42,4.76,153.76
V000512,P003,Areia Media 20kg,9,SC,12.13,0.0,109.17
V000512,P015,Tinta Acrilica 18L,8,GL,98.06,0.0,784.48
V000513,P009,Ferro 10mm 12m,2,BR,55.5,0.0,111.0
V000513,P029,Argamassa AC-II 20kg,3,SC,26.43,0.0,79.29
V000513,P024,Joelho PVC 100mm,1,UN,6.94,0.0,6.94
V000514,P016,Rejunte 5kg,6,PCT,13.24,0.0,79.44
V000514,P030,Gesso 20kg,11,SC,18.14,0.0,199.54
V000514,P023,Tubo PVC 50mm 6m,18,BR,28.25,0.0,508.5
V000514,P002,Cimento CP-V 50kg,6,SC,37.72,6.79,219.53
V000514,P018,Disco de Corte 4.5,4,UN,8.1,0.0,32.4
V000515,P003,Areia Media 20kg,3,SC,11.93,0.0,35.79
V000515,P009,Ferro 10mm 12m,5,BR,55.63,0.0,278.15
V000516,P013,Telha Fibrocimento 2.44m,3,UN,24.9,0.0,74.7
V000516,P014,Tinta Latex 18L,1,GL,89.61,0.0,89.61
V000517,P030,Gesso 20kg,76,SC,17.84,0.0,1355.84
V000517,P009,Ferro 10mm 12m,81,BR,56.06,363.27,4177.59
V000517,P007,Tijolo Ceramico 6cm,65,UN,1.02,3.31,62.99
V000517,P011,Ferro 12mm 12m,33,BR,75.75,249.98,2249.77
V000518,P019,Rebolo Desbaste 4.5,34,UN,10.46,0.0,355.64
V000518,P025,Fio Eletrico 2.5mm 100m,83,RL,239.89,0.0,19910.87
V000518,P007,Tijolo Ceramico 6cm,69,UN,1.0,0.0,69.0
V000518,P030,Gesso 20kg,72,SC,17.9,64.44,1224.36
V000518,P004,Areia Fina 20kg,81,SC,10.87,0.0,880.47
V000518,P028,Impermeabilizante 18L,49,GL,122.39,479.77,5517.34
V000518,P014,Tinta Latex 18L,19,GL,88.0,0.0,1672.0
V000519,P010,Ferro 8mm 12m,42,BR,37.48,0.0,1574.16
V000519,P017,Massa Corrida 25kg,19,BD,37.37,21.3,688.73
V000519,P001,Cimento CP-II 50kg,77,SC,34.44,0.0,2651.88
V000519,P006,Tijolo Ceramico 9cm,59,UN,1.22,0.0,71.98
V000519,P024,Joelho PVC 100mm,42,UN,7.06,0.0,296.52
V000519,P007,Tijolo Ceramico 6cm,12,UN,0.99,0.36,11.52
V000519,P014,Tinta Latex 18L,71,GL,88.58,188.68,6100.5
V000520,P020,Broca de Concreto 10mm,18,UN,14.26,0.0,256.68
V000520,P016,Rejunte 5kg,20,PCT,12.85,0.0,257.0
V000520,P007,Tijolo Ceramico 6cm,8,UN,1.0,0.0,8.0
V000520,P012,Telha Ceramica,10,UN,3.73,0.0,37.3
V000521,P016,Rejunte 5kg,10,PCT,13.13,0.0,131.3
V000521,P029,Argamassa AC-II 20kg,14,SC,25.72,0.0,360.08
V000521,P018,Disco de Corte 4.5,10,UN,7.85,0.0,78.5
V000522,P024,Joelho PVC 100mm,5,UN,6.96,0.0,34.8
V000523,P029,Argamassa AC-II 20kg,15,SC,25.72,0.0,385.8
V000523,P005,Brita 1 20kg,19,SC,15.05,0.0,285.95
V000524,P021,Mangueira 1/2 50m,15,RL,65.09,0.0,976.35
V000524,P016,Rejunte 5kg,97,PCT,12.91,0.0,1252.27
V000524,P014,Tinta Latex 18L,60,GL,89.33,428.78,4931.02
V000525,P007,Tijolo Ceramico 6cm,67,UN,0.99,0.0,66.33
V000525,P029,Argamassa AC-II 20kg,100,SC,26.03,0.0,2603.0
V000525,P011,Ferro 12mm 12m,36,BR,73.57,0.0,2648.52
V000526,P019,Rebolo Desbaste 4.5,92,UN,10.63,29.34,948.62
V000526,P003,Areia Media 20kg,44,SC,12.22,16.13,521.55
V000526,P025,Fio Eletrico 2.5mm 100m,77,RL,239.44,1474.95,16961.93
V000526,P002,Cimento CP-V 50kg,44,SC,37.54,0.0,1651.76
V000526,P021,Mangueira 1/2 50m,11,RL,64.9,57.11,656.79
V000526,P026,Disjuntor 20A,65,UN,27.81,0.0,1807.65
V000526,P013,Telha Fibrocimento 2.44m,46,UN,24.51,0.0,1127.46
V000526,P028,Impermeabilizante 18L,47,GL,120.58,0.0,5667.26
V000527,P020,Broca de Concreto 10mm,20,UN,13.87,8.32,269.08
V000527,P021,Mangueira 1/2 50m,3,RL,65.47,0.0,196.41
V000528,P030,Gesso 20kg,6,SC,18.13,0.0,108.78
V000528,P025,Fio Eletrico 2.5mm 100m,14,RL,242.93,0.0,3401.02
V000529,P022,Tubo PVC 100mm 6m,30,BR,42.14,126.42,1137.78
V000529,P024,Joelho PVC 100mm,38,UN,7.11,27.02,243.16
V000529,P025,Fio Eletrico 2.5mm 100m,88,RL,237.53,0.0,20902.64
V000530,P018,Disco de Corte 4.5,18,UN,8.05,0.0,144.9
V000530,P021,Mangueira 1/2 50m,4,RL,65.3,0.0,261.2
V000530,P015,Tinta Acrilica 18L,18,GL,99.77,0.0,1795.86
V000531,P007,Tijolo Ceramico 6cm,52,UN,0.99,4.12,47.36
V000531,P026,Disjuntor 20A,65,UN,28.17,0.0,1831.05
V000531,P019,Rebolo Desbaste 4.5,35,UN,10.29,0.0,360.15
V000531,P020,Broca de Concreto 10mm,29,UN,14.16,0.0,410.64
V000531,P023,Tubo PVC 50mm 6m,84,BR,28.39,0.0,2384.76
V000532,P006,Tijolo Ceramico 9cm,39,UN,1.2,0.0,46.8
V000532,P029,Argamassa AC-II 20kg,44,SC,26.18,115.19,1036.73
V000532,P002,Cimento CP-V 50kg,18,SC,37.99,68.38,615.44
V000532,P008,Bloco de Concreto,48,UN,3.87,0.0,185.76
V000532,P015,Tinta Acrilica 18L,51,GL,97.0,0.0,4947.0
V000532,P007,Tijolo Ceramico 6cm,43,UN,0.99,0.0,42.57
V000533,P028,Impermeabilizante 18L,2,GL,122.0,0.0,244.0
V000534,P027,Tomada 2P+T,14,UN,14.06,9.84,187.0
V000534,P016,Rejunte 5kg,77,PCT,13.21,101.72,915.45
V000534,P002,Cimento CP-V 50kg,93,SC,38.64,0.0,3593.52
V000535,P029,Argamassa AC-II 20kg,1,SC,25.71,0.0,25.71
V000535,P024,Joelho PVC 100mm,4,UN,6.88,0.0,27.52
V000535,P012,Telha Ceramica,5,UN,3.84,0.0,19.2
V000536,P017,Massa Corrida 25kg,68,BD,37.47,203.84,2344.12
V000536,P001,Cimento CP-II 50kg,68,SC,35.55,0.0,2417.4
V000536,P014,Tinta Latex 18L,96,GL,89.88,862.85,7765.63
V000536,P025,Fio Eletrico 2.5mm 100m,28,RL,238.22,0.0,6670.16
V000536,P005,Brita 1 20kg,10,SC,15.24,12.19,140.21
V000536,P009,Ferro 10mm 12m,97,BR,55.11,0.0,5345.67
V000537,P005,Brita 1 20kg,60,SC,14.95,0.0,897.0
V000537,P009,Ferro 10mm 12m,77,BR,55.28,0.0,4256.56
V000537,P006,Tijolo Ceramico 9cm,97,UN,1.2,3.49,112.91
V000538,P013,Telha Fibrocimento 2.44m,91,UN,24.6,0.0,2238.6
V000538,P025,Fio Eletrico 2.5mm 100m,69,RL,239.43,1321.65,15199.02
V000538,P009,Ferro 10mm 12m,24,BR,54.65,0.0,1311.6
V000538,P008,Bloco de Concreto,99,UN,3.75,0.0,371.25
V000538,P015,Tinta Acrilica 18L,97,GL,96.92,0.0,9401.24
V000538,P030,Gesso 20kg,37,SC,18.09,0.0,669.33
V000538,P002,Cimento CP-V 50kg,82,SC,37.38,0.0,3065.16
V000539,P027,Tomada 2P+T,18,UN,13.73,0.0,247.14
V000539,P003,Areia Media 20kg,5,SC,12.19,3.05,57.9
V000539,P004,Areia Fina 20kg,9,SC,10.78,0.0,97.02
V000539,P018,Disco de Corte 4.5,4,UN,8.11,0.0,32.44
V000539,P014,Tinta Latex 18L,2,GL,87.46,0.0,174.92
V000540,P022,Tubo PVC 100mm 6m,72,BR,42.48,0.0,3058.56
V000540,P015,Tinta Acrilica 18L,20,GL,96.57,193.14,1738.26
V000540,P027,Tomada 2P+T,59,UN,14.21,0.0,838.39
V000541,P013,Telha Fibrocimento 2.44m,20,UN,25.16,0.0,503.2
V000541,P008,Bloco de Concreto,11,UN,3.84,0.0,42.24
V000541,P028,Impermeabilizante 18L,7,GL,117.83,0.0,824.81
V000542,P007,Tijolo Ceramico 6cm,58,UN,1.0,0.0,58.0
V000542,P002,Cimento CP-V 50kg,83,SC,38.47,319.3,2873.71
V000542,P023,Tubo PVC 50mm 6m,24,BR,28.08,0.0,673.92
V000543,P016,Rejunte 5kg,81,PCT,12.89,52.2,991.89
V000543,P029,Argamassa AC-II 20kg,57,SC,26.07,74.3,1411.69
V000543,P004,Areia Fina 20kg,31,SC,10.84,0.0,336.04
V000543,P006,Tijolo Ceramico 9cm,38,UN,1.2,4.56,41.04
V000544,P019,Rebolo Desbaste 4.5,13,UN,10.54,0.0,137.02
V000544,P016,Rejunte 5kg,5,PCT,12.74,0.0,63.7
V000544,P009,Ferro 10mm 12m,18,BR,55.01,0.0,990.18
V000544,P020,Broca de Concreto 10mm,15,UN,14.25,0.0,213.75
V000544,P007,Tijolo Ceramico 6cm,5,UN,0.99,0.0,4.95
V000545,P006,Tijolo Ceramico 9cm,51,UN,1.18,3.01,57.17
V000545,P013,Telha Fibrocimento 2.44m,32,UN,25.33,0.0,810.56
V000545,P010,Ferro 8mm 12m,53,BR,38.45,0.0,2037.85
V000545,P027,Tomada 2P+T,89,UN,13.81,0.0,1229.09
V000545,P011,Ferro 12mm 12m,94,BR,73.51,552.8,6357.14
V000545,P030,Gesso 20kg,20,SC,17.82,0.0,356.4
V000546,P002,Cimento CP-V 50kg,9,SC,38.04,0.0,342.36
V000546,P026,Disjuntor 20A,4,UN,28.55,5.71,108.49
V000547,P006,Tijolo Ceramico 9cm,61,UN,1.22,2.23,72.19
V000547,P001,Cimento CP-II 50kg,53,SC,35.23,0.0,1867.19
V000547,P030,Gesso 20kg,20,SC,18.33,0.0,366.6
V000547,P010,Ferro 8mm 12m,52,BR,37.57,97.68,1855.96
V000547,P021,Mangueira 1/2 50m,35,RL,64.64,0.0,2262.4
V000547,P004,Areia Fina 20kg,11,SC,11.21,9.86,113.45
V000547,P016,Rejunte 5kg,86,PCT,12.78,0.0,1099.08
V000547,P011,Ferro 12mm 12m,65,BR,76.14,0.0,4949.1
V000548,P012,Telha Ceramica,5,UN,3.81,0.0,19.05
V000548,P023,Tubo PVC 50mm 6m,5,BR,27.58,0.0,137.9
V000548,P013,Telha Fibrocimento 2.44m,2,UN,24.91,0.0,49.82
V000549,P005,Brita 1 20kg,48,SC,14.96,0.0,718.08
