id,data,cliente,vendedor,total,desconto,status,canal
V000786,2023-07-05 10:54:00,CLI0006,VEN02,9925.82,124.4,concluida,telefone
V000787,2023-07-05 09:41:00,CLI0026,VEN04,3647.1,1.5,concluida,balcao
V000788,2023-07-05 17:51:00,CLI0079,VEN02,455.03,1.31,concluida,balcao
V000789,2023-07-05 17:40:00,CLI0103,VEN04,6780.42,0.0,concluida,balcao
V000790,2023-07-06 17:56:00,CLI0014,VEN01,737.49,0.0,concluida,balcao
V000791,2023-07-06 11:14:00,CLI0058,VEN01,6480.77,76.84,concluida,balcao
V000792,2023-07-06 13:26:00,CLI0092,VEN01,15368.09,62.09,concluida,telefone
V000793,2023-07-06 12:33:00,CLI0115,VEN02,19652.16,616.32,concluida,balcao
V000794,2023-07-06 08:02:00,CLI0130,VEN01,3009.43,229.82,concluida,balcao
V000795,2023-07-06 10:21:00,CLI0146,VEN03,18.73,0.0,concluida,balcao
V000796,2023-07-07 16:18:00,CLI0015,VEN02,872.14,0.0,concluida,balcao
V000797,2023-07-07 15:48:00,CLI0043,VEN01,3876.92,0.0,concluida,telefone
V000798,2023-07-07 08:52:00,CLI0046,VEN03,1504.24,0.0,concluida,balcao
V000799,2023-07-07 18:52:00,CLI0092,VEN01,22239.27,93.64,concluida,balcao
V000800,2023-07-07 12:43:00,CLI0105,VEN04,1365.13,6.68,concluida,balcao
V000801,2023-07-07 14:30:00,CLI0110,VEN02,5359.6,15.66,concluida,balcao
V000802,2023-07-07 11:48:00,CLI0149,VEN01,9800.79,72.83,concluida,telefone
V000803,2023-07-08 15:14:00,CLI0038,VEN04,2383.08,25.16,concluida,balcao
V000804,2023-07-08 12:10:00,CLI0042,VEN04,2923.59,0.0,concluida,balcao
V000805,2023-07-08 13:39:00,CLI0084,VEN04,6164.21,0.0,concluida,telefone
V000806,2023-07-08 14:52:00,CLI0092,VEN01,12002.63,75.21,concluida,balcao
V000807,2023-07-09 08:06:00,CLI0140,VEN01,798.05,0.0,concluida,balcao
V000808,2023-07-10 07:25:00,CLI0052,VEN02,260.03,2.21,concluida,balcao
V000809,2023-07-10 08:37:00,CLI0081,VEN01,11386.95,252.36,concluida,telefone
V000810,2023-07-10 07:03:00,CLI0129,VEN02,12004.2,232.26,concluida,balcao
V000811,2023-07-10 08:16:00,CLI0137,VEN02,51.9,0.0,concluida,balcao
V000812,2023-07-11 14:20:00,CLI0069,VEN02,435.8,0.0,concluida,telefone
V000813,2023-07-11 17:06:00,CLI0117,VEN04,4323.69,93.33,concluida,balcao
V000814,2023-07-12 14:35:00,CLI0071,VEN04,4955.19,59.17,concluida,balcao
V000815,2023-07-12 14:32:00,CLI0103,VEN02,11958.35,204.01,concluida,balcao
V000816,2023-07-12 17:17:00,CLI0129,VEN01,29566.72,2531.79,concluida,telefone
V000817,2023-07-13 16:09:00,CLI0016,VEN03,10047.16,594.97,concluida,balcao
V000818,2023-07-13 11:59:00,CLI0064,VEN01,1129.25,0.0,concluida,telefone
V000819,2023-07-13 17:08:00,CLI0081,VEN03,14319.88,966.92,concluida,telefone
V000820,2023-07-13 10:48:00,CLI0112,VEN03,919.87,7.59,concluida,balcao
V000821,2023-07-13 08:51:00,CLI0125,VEN04,608.03,0.0,concluida,balcao
V000822,2023-07-13 14:11:00,CLI0140,VEN03,1123.35,0.0,concluida,telefone
V000823,2023-07-13 09:38:00,CLI0147,VEN03,3736.09,14.08,concluida,balcao
V000824,2023-07-14 12:00:00,CLI0043,VEN02,1299.5,22.81,concluida,balcao
V000825,2023-07-14 08:18:00,CLI0100,VEN04,326.0,0.0,concluida,balcao
V000826,2023-07-14 12:38:00,CLI0108,VEN03,3763.32,12.43,concluida,balcao
V000827,2023-07-15 12:49:00,CLI0023,VEN04,4635.01,107.26,concluida,balcao
V000828,2023-07-15 17:11:00,CLI0071,VEN03,7801.25,281.48,concluida,balcao
V000829,2023-07-15 12:02:00,CLI0115,VEN01,6419.55,295.21,concluida,balcao
V000830,2023-07-16 08:33:00,CLI0082,VEN03,588.3,0.0,concluida,balcao
V000831,2023-07-16 11:09:00,CLI0103,VEN03,12151.29,247.04,concluida,balcao
V000832,2023-07-16 11:41:00,CLI0117,VEN03,7436.57,75.68,concluida,balcao
V000833,2023-07-16 17:52:00,CLI0149,VEN01,13995.66,154.38,concluida,balcao
V000834,2023-07-17 18:43:00,CLI0006,VEN03,6472.08,515.44,concluida,telefone
V000835,2023-07-17 07:33:00,CLI0078,VEN02,87.61,0.0,concluida,balcao
V000836,2023-07-17 14:22:00,CLI0130,VEN04,22735.2,1.1,concluida,balcao
V000837,2023-07-18 09:46:00,CLI0043,VEN01,939.56,15.44,concluida,balcao
V000838,2023-07-18 12:32:00,CLI0067,VEN04,3394.63,156.34,concluida,balcao
V000839,2023-07-19 07:06:00,CLI0091,VEN03,265.11,0.0,concluida,balcao
V000840,2023-07-19 13:21:00,CLI0092,VEN01,22596.03,1265.53,concluida,balcao
V000841,2023-07-19 07:43:00,CLI0105,VEN04,614.33,0.0,concluida,balcao
V000842,2023-07-19 07:29:00,CLI0111,VEN03,952.31,1.77,concluida,balcao
V000843,2023-07-19 11:15:00,CLI0129,VEN03,6664.67,0.0,concluida,telefone
V000844,2023-07-19 18:22:00,CLI0149,VEN04,5248.32,395.65,concluida,telefone
V000845,2023-07-20 10:29:00,CLI0010,VEN04,36.05,0.0,concluida,balcao
V000846,2023-07-20 09:03:00,CLI0064,VEN04,2257.52,0.0,concluida,balcao
V000847,2023-07-20 13:15:00,CLI0081,VEN02,6351.35,183.0,concluida,balcao
V000848,2023-07-20 18:52:00,CLI0092,VEN03,15493.98,377.31,concluida,balcao
V000849,2023-07-20 09:43:00,CLI0120,VEN03,950.42,9.12,concluida,balcao
V000850,2023-07-20 08:36:00,CLI0130,VEN01,4557.96,183.21,concluida,balcao
V000851,2023-07-20 07:33:00,CLI0138,VEN04,31.66,0.0,concluida,telefone
V000852,2023-07-20 15:56:00,CLI0149,VEN02,11778.31,64.36,concluida,balcao
V000853,2023-07-21 14:13:00,CLI0016,VEN02,7458.13,147.27,concluida,balcao
V000854,2023-07-21 14:44:00,CLI0108,VEN04,2775.41,0.0,concluida,balcao
V000855,2023-07-21 13:51:00,CLI0115,VEN03,9334.54,92.59,concluida,balcao
V000856,2023-07-22 14:55:00,CLI0038,VEN04,1533.7,44.13,concluida,balcao
V000857,2023-07-22 07:14:00,CLI0111,VEN04,2892.83,0.0,concluida,balcao
V000858,2023-07-22 12:01:00,CLI0150,VEN03,686.38,0.0,concluida,balcao
V000859,2023-07-23 17:32:00,CLI0007,VEN01,2003.5,0.0,concluida,telefone
V000860,2023-07-24 12:17:00,CLI0013,VEN02,470.13,0.0,concluida,balcao
V000861,2023-07-24 16:30:00,CLI0036,VEN04,5422.01,0.0,concluida,balcao
V000862,2023-07-24 10:55:00,CLI0053,VEN02,1399.88,0.0,concluida,balcao
V000863,2023-07-24 17:24:00,CLI0080,VEN02,440.81,1.43,concluida,balcao
V000864,2023-07-24 10:47:00,CLI0081,VEN01,14021.15,362.44,concluida,balcao
V000865,2023-07-24 09:56:00,CLI0140,VEN01,2135.33,0.0,concluida,balcao
V000866,2023-07-25 12:42:00,CLI0071,VEN03,13201.86,10.26,concluida,balcao
V000867,2023-07-25 07:55:00,CLI0129,VEN04,16774.01,69.91,concluida,balcao
V000868,2023-07-25 14:14:00,CLI0149,VEN02,9033.93,285.79,concluida,telefone
V000869,2023-07-26 15:02:00,CLI0009,VEN04,2174.6,42.01,concluida,balcao
V000870,2023-07-26 14:11:00,CLI0029,VEN02,1435.19,38.19,concluida,balcao
V000871,2023-07-26 16:19:00,CLI0093,VEN03,2284.92,0.0,concluida,balcao
V000872,2023-07-26 17:36:00,CLI0149,VEN02,21075.94,104.89,concluida,balcao
V000873,2023-07-27 10:08:00,CLI0006,VEN02,1760.08,2.76,concluida,balcao
V000874,2023-07-27 10:21:00,CLI0081,VEN02,11502.42,412.48,concluida,balcao
V000875,2023-07-27 08:42:00,CLI0084,VEN01,9209.55,131.8,concluida,balcao
V000876,2023-07-27 18:55:00,CLI0090,VEN04,1433.43,0.0,concluida,balcao
V000877,2023-07-27 07:42:00,CLI0096,VEN01,12857.36,0.0,concluida,balcao
V000878,2023-07-28 10:15:00,CLI0007,VEN04,1798.72,8.92,concluida,telefone
V000879,2023-07-28 15:29:00,CLI0008,VEN02,316.3,0.0,concluida,balcao
V000880,2023-07-28 16:26:00,CLI0015,VEN02,493.18,0.0,concluida,balcao
V000881,2023-07-28 13:59:00,CLI0071,VEN03,9829.64,565.87,concluida,balcao
V000882,2023-07-28 12:07:00,CLI0103,VEN03,9238.28,432.5,concluida,telefone
V000883,2023-07-29 09:09:00,CLI0003,VEN02,2150.79,0.0,concluida,balcao
V000884,2023-07-29 17:16:00,CLI0079,VEN01,3955.56,29.99,concluida,telefone
V000885,2023-07-29 08:52:00,CLI0130,VEN01,3093.36,0.0,concluida,balcao
V000886,2023-07-29 18:45:00,CLI0149,VEN03,7948.88,262.65,concluida,telefone
V000887,2023-07-30 10:07:00,CLI0001,VEN01,77.34,0.0,concluida,balcao
V000888,2023-07-30 14:49:00,CLI0020,VEN04,9934.33,820.97,concluida,telefone
V000889,2023-07-31 16:52:00,CLI0003,VEN02,352.78,0.0,concluida,balcao
V000890,2023-07-31 16:00:00,CLI0006,VEN03,5905.77,269.96,concluida,telefone
V000891,2023-07-31 15:27:00,CLI0085,VEN02,652.55,0.0,concluida,balcao
V000892,2023-07-31 12:30:00,CLI0115,VEN04,5655.19,123.84,concluida,balcao
V000893,2023-07-31 15:36:00,CLI0127,VEN02,3002.18,1.96,concluida,balcao
V000894,2023-07-31 09:14:00,CLI0129,VEN04,3934.2,6.19,concluida,telefone
V000895,2023-07-31 08:25:00,CLI0147,VEN03,14167.02,100.33,concluida,balcao
V000896,2023-08-01 08:22:00,CLI0020,VEN02,19619.04,999.57,concluida,balcao
V000897,2023-08-01 08:31:00,CLI0023,VEN01,5816.47,0.0,concluida,balcao
V000898,2023-08-01 07:09:00,CLI0050,VEN01,38.68,0.0,concluida,balcao
V000899,2023-08-01 10:26:00,CLI0052,VEN04,1186.12,1.11,concluida,balcao
V000900,2023-08-01 18:21:00,CLI0071,VEN04,10987.6,480.67,concluida,balcao
V000901,2023-08-01 17:21:00,CLI0092,VEN02,4998.37,0.0,concluida,balcao
V000902,2023-08-01 13:01:00,CLI0094,VEN04,65.81,0.0,concluida,balcao
V000903,2023-08-01 17:26:00,CLI0129,VEN04,3486.04,53.24,concluida,balcao
V000904,2023-08-02 18:51:00,CLI0006,VEN04,5266.83,122.1,concluida,balcao
V000905,2023-08-02 13:41:00,CLI0007,VEN03,1472.23,1.66,concluida,balcao
V000906,2023-08-02 16:33:00,CLI0029,VEN01,352.62,0.0,concluida,balcao
V000907,2023-08-02 15:33:00,CLI0034,VEN03,2833.69,0.0,concluida,telefone
V000908,2023-08-02 12:27:00,CLI0043,VEN03,860.16,0.0,concluida,telefone
V000909,2023-08-02 07:48:00,CLI0055,VEN04,1016.48,0.0,concluida,balcao
V000910,2023-08-02 16:41:00,CLI0067,VEN04,11909.64,68.6,concluida,balcao
V000911,2023-08-02 08:15:00,CLI0073,VEN03,3686.42,39.33,concluida,balcao
V000912,2023-08-02 13:00:00,CLI0093,VEN03,289.79,0.0,concluida,telefone
V000913,2023-08-02 16:24:00,CLI0096,VEN03,17487.35,1079.18,concluida,balcao
V000914,2023-08-02 07:31:00,CLI0120,VEN02,562.84,0.0,concluida,balcao
V000915,2023-08-02 17:33:00,CLI0129,VEN01,3559.08,32.05,concluida,balcao
V000916,2023-08-02 18:07:00,CLI0149,VEN02,36910.68,1152.44,concluida,balcao
V000917,2023-08-03 18:11:00,CLI0046,VEN04,2486.85,0.0,concluida,telefone
V000918,2023-08-03 10:08:00,CLI0056,VEN01,48.96,0.0,concluida,balcao
V000919,2023-08-03 11:57:00,CLI0087,VEN04,298.51,0.0,concluida,balcao
V000920,2023-08-03 13:27:00,CLI0105,VEN04,3987.87,42.98,concluida,balcao
V000921,2023-08-03 15:37:00,CLI0111,VEN04,918.61,0.0,concluida,balcao
V000922,2023-08-03 11:16:00,CLI0115,VEN02,7705.3,288.49,concluida,balcao
V000923,2023-08-03 17:27:00,CLI0119,VEN04,18.89,0.0,concluida,telefone
V000924,2023-08-03 17:37:00,CLI0142,VEN01,654.14,8.89,concluida,balcao
V000925,2023-08-04 09:15:00,CLI0023,VEN02,27590.62,346.4,concluida,balcao
V000926,2023-08-04 08:34:00,CLI0038,VEN02,1108.64,28.11,concluida,balcao
V000927,2023-08-04 18:02:00,CLI0067,VEN04,22175.31,215.3,concluida,balcao
V000928,2023-08-04 07:32:00,CLI0100,VEN02,2587.99,36.73,concluida,balcao
V000929,2023-08-04 15:00:00,CLI0115,VEN04,11641.34,149.04,concluida,telefone
V000930,2023-08-04 07:01:00,CLI0117,VEN04,7022.01,155.93,concluida,balcao
V000931,2023-08-05 17:41:00,CLI0033,VEN03,1492.12,0.0,concluida,balcao
V000932,2023-08-05 17:32:00,CLI0067,VEN01,5583.64,458.65,concluida,telefone
V000933,2023-08-05 16:34:00,CLI0071,VEN02,6738.37,454.89,concluida,balcao
V000934,2023-08-05 07:36:00,CLI0080,VEN01,2027.45,60.33,concluida,telefone
V000935,2023-08-07 17:05:00,CLI0013,VEN02,1924.54,31.52,concluida,balcao
V000936,2023-08-07 14:44:00,CLI0023,VEN03,11898.98,387.14,concluida,balcao
V000937,2023-08-07 13:19:00,CLI0032,VEN02,61.44,0.0,concluida,balcao
V000938,2023-08-07 18:55:00,CLI0049,VEN02,1046.69,0.0,concluida,balcao
V000939,2023-08-07 08:04:00,CLI0085,VEN04,3055.85,0.0,concluida,balcao
V000940,2023-08-07 16:47:00,CLI0092,VEN01,11418.58,555.68,concluida,balcao
V000941,2023-08-07 18:30:00,CLI0115,VEN03,6644.05,232.02,concluida,balcao
V000942,2023-08-08 10:03:00,CLI0026,VEN02,588.76,6.74,concluida,balcao
V000943,2023-08-08 18:16:00,CLI0052,VEN04,2530.9,24.09,concluida,telefone
V000944,2023-08-08 17:21:00,CLI0084,VEN02,6169.95,116.28,concluida,balcao
V000945,2023-08-08 14:30:00,CLI0103,VEN01,7191.04,113.7,concluida,balcao
V000946,2023-08-08 12:54:00,CLI0109,VEN01,904.77,4.62,concluida,balcao
V000947,2023-08-08 11:06:00,CLI0127,VEN04,4307.93,79.69,concluida,balcao
V000948,2023-08-09 15:03:00,CLI0023,VEN02,13200.99,639.77,concluida,balcao
V000949,2023-08-09 17:50:00,CLI0030,VEN03,20.96,0.0,concluida,telefone
V000950,2023-08-09 15:56:00,CLI0038,VEN04,1736.34,0.0,concluida,balcao
V000951,2023-08-09 11:06:00,CLI0059,VEN03,539.76,0.0,concluida,telefone
V000952,2023-08-09 15:08:00,CLI0076,VEN03,234.09,0.0,concluida,telefone
V000953,2023-08-09 09:45:00,CLI0079,VEN02,332.04,0.0,concluida,balcao
V000954,2023-08-09 15:45:00,CLI0081,VEN01,16898.97,970.66,concluida,telefone
V000955,2023-08-09 17:03:00,CLI0098,VEN02,1730.51,0.0,concluida,telefone
V000956,2023-08-09 10:21:00,CLI0102,VEN02,1941.15,0.0,concluida,balcao
V000957,2023-08-09 11:55:00,CLI0129,VEN03,26202.0,118.19,concluida,balcao
V000958,2023-08-09 15:30:00,CLI0134,VEN01,1281.33,10.21,concluida,balcao
V000959,2023-08-10 15:47:00,CLI0023,VEN04,15487.8,142.46,concluida,balcao
V000960,2023-08-10 09:31:00,CLI0036,VEN03,215.11,0.0,concluida,balcao
V000961,2023-08-10 08:53:00,CLI0084,VEN02,7502.06,287.93,concluida,telefone
V000962,2023-08-10 11:42:00,CLI0090,VEN03,578.84,0.0,concluida,balcao
V000963,2023-08-10 15:55:00,CLI0105,VEN04,2921.56,37.93,concluida,balcao
V000964,2023-08-11 15:18:00,CLI0016,VEN03,11795.49,823.55,concluida,balcao
V000965,2023-08-11 16:51:00,CLI0020,VEN03,11525.26,65.32,concluida,balcao
V000966,2023-08-11 09:10:00,CLI0023,VEN01,20061.75,370.27,concluida,telefone
V000967,2023-08-11 13:06:00,CLI0067,VEN02,1952.6,0.0,concluida,telefone
V000968,2023-08-11 15:46:00,CLI0081,VEN02,18292.62,106.97,concluida,balcao
V000969,2023-08-11 11:25:00,CLI0092,VEN02,11698.87,123.88,concluida,balcao
V000970,2023-08-11 18:49:00,CLI0103,VEN01,4625.1,36.52,concluida,balcao
V000971,2023-08-11 15:00:00,CLI0105,VEN04,789.06,0.0,concluida,balcao
V000972,2023-08-12 10:41:00,CLI0016,VEN02,3048.96,181.7,concluida,telefone
V000973,2023-08-12 07:02:00,CLI0058,VEN03,689.18,20.28,concluida,telefone
V000974,2023-08-12 12:40:00,CLI0081,VEN02,15827.62,87.82,concluida,balcao
V000975,2023-08-12 13:16:00,CLI0084,VEN04,9501.55,420.9,concluida,telefone
V000976,2023-08-12 11:19:00,CLI0112,VEN02,1688.88,0.0,concluida,balcao
V000977,2023-08-12 16:35:00,CLI0115,VEN04,8051.5,527.78,concluida,balcao
V000978,2023-08-13 08:25:00,CLI0058,VEN04,1060.42,0.0,concluida,telefone
V000979,2023-08-14 14:56:00,CLI0088,VEN04,255.03,0.0,concluida,balcao
V000980,2023-08-14 14:34:00,CLI0096,VEN03,12713.49,109.15,concluida,balcao
V000981,2023-08-14 13:22:00,CLI0115,VEN01,6261.1,508.51,concluida,balcao
V000982,2023-08-15 08:54:00,CLI0064,VEN01,442.83,0.0,concluida,telefone
V000983,2023-08-15 17:29:00,CLI0090,VEN02,1125.67,0.0,concluida,telefone
V000984,2023-08-15 11:48:00,CLI0105,VEN03,2010.57,0.0,concluida,balcao
V000985,2023-08-15 15:50:00,CLI0110,VEN04,591.8,0.0,concluida,balcao
V000986,2023-08-15 10:08:00,CLI0134,VEN04,3756.22,95.58,concluida,balcao
V000987,2023-08-16 12:34:00,CLI0002,VEN01,98.2,0.0,concluida,telefone
V000988,2023-08-16 09:06:00,CLI0006,VEN01,20619.75,185.37,concluida,balcao
V000989,2023-08-16 07:04:00,CLI0020,VEN02,6260.46,10.54,concluida,balcao
V000990,2023-08-16 09:49:00,CLI0026,VEN04,771.7,7.43,concluida,balcao
V000991,2023-08-16 11:16:00,CLI0081,VEN02,5556.9,141.9,concluida,balcao
V000992,2023-08-16 11:57:00,CLI0096,VEN01,1604.29,19.08,concluida,balcao
V000993,2023-08-16 16:26:00,CLI0105,VEN01,864.19,0.0,concluida,telefone
V000994,2023-08-16 17:41:00,CLI0129,VEN03,14282.3,201.05,concluida,balcao
V000995,2023-08-16 17:59:00,CLI0134,VEN01,3163.58,0.0,concluida,balcao
V000996,2023-08-16 11:52:00,CLI0147,VEN03,6175.49,413.08,concluida,balcao
V000997,2023-08-17 16:41:00,CLI0017,VEN03,136.93,0.0,concluida,balcao
V000998,2023-08-17 16:23:00,CLI0034,VEN01,169.02,0.0,concluida,balcao
V000999,2023-08-17 18:14:00,CLI0046,VEN01,439.34,1.56,concluida,telefone
V001000,2023-08-17 10:21:00,CLI0069,VEN01,1189.0,0.0,concluida,balcao
V001001,2023-08-17 10:47:00,CLI0092,VEN02,8752.17,65.82,concluida,balcao
V001002,2023-08-17 11:32:00,CLI0096,VEN03,6098.7,192.19,concluida,balcao
V001003,2023-08-17 08:14:00,CLI0098,VEN04,1871.99,0.0,concluida,balcao
V001004,2023-08-17 09:12:00,CLI0103,VEN02,4290.49,29.73,concluida,balcao
V001005,2023-08-17 18:25:00,CLI0147,VEN02,8635.8,86.5,concluida,balcao
V001006,2023-08-17 09:49:00,CLI0149,VEN04,11545.66,433.92,concluida,balcao
V001007,2023-08-18 11:02:00,CLI0020,VEN02,7763.87,317.3,concluida,telefone
V001008,2023-08-18 17:16:00,CLI0117,VEN04,6004.62,167.45,concluida,balcao
V001009,2023-08-18 10:49:00,CLI0129,VEN01,8340.04,300.72,concluida,balcao
V001010,2023-08-18 13:27:00,CLI0130,VEN03,13874.88,199.2,concluida,balcao
V001011,2023-08-18 11:53:00,CLI0133,VEN04,2.42,0.0,concluida,telefone
V001012,2023-08-19 09:23:00,CLI0058,VEN03,2067.6,2.66,concluida,balcao
V001013,2023-08-19 13:06:00,CLI0067,VEN03,13285.15,69.01,concluida,balcao
V001014,2023-08-19 15:47:00,CLI0100,VEN04,1124.92,0.0,concluida,balcao
V001015,2023-08-19 18:26:00,CLI0118,VEN03,108.52,0.0,concluida,balcao
V001016,2023-08-19 10:14:00,CLI0120,VEN03,566.54,1.42,concluida,telefone
V001017,2023-08-20 07:22:00,CLI0145,VEN02,733.29,0.0,concluida,balcao
V001018,2023-08-20 12:14:00,CLI0150,VEN01,198.0,0.0,concluida,balcao
V001019,2023-08-21 07:31:00,CLI0028,VEN01,850.6,9.02,concluida,balcao
V001020,2023-08-21 13:18:00,CLI0064,VEN04,206.08,0.0,concluida,balcao
V001021,2023-08-21 15:30:00,CLI0077,VEN01,35.82,0.0,concluida,balcao
V001022,2023-08-21 10:09:00,CLI0081,VEN02,22554.37,1183.71,concluida,telefone
V001023,2023-08-21 08:09:00,CLI0092,VEN03,14080.77,102.68,concluida,balcao
V001024,2023-08-21 11:33:00,CLI0147,VEN01,9934.97,736.16,concluida,balcao
V001025,2023-08-22 10:20:00,CLI0016,VEN03,22017.44,439.43,concluida,balcao
V001026,2023-08-22 17:25:00,CLI0130,VEN03,7797.55,357.39,concluida,balcao
V001027,2023-08-23 10:52:00,CLI0040,VEN03,295.42,3.87,concluida,balcao
V001028,2023-08-23 14:50:00,CLI0041,VEN02,860.84,0.0,concluida,balcao
V001029,2023-08-23 13:34:00,CLI0081,VEN03,7549.29,273.26,concluida,balcao
V001030,2023-08-23 07:16:00,CLI0096,VEN04,11632.07,64.89,concluida,balcao
V001031,2023-08-23 07:34:00,CLI0102,VEN04,576.13,0.0,concluida,balcao
V001032,2023-08-23 11:51:00,CLI0108,VEN01,1257.88,52.14,concluida,telefone
V001033,2023-08-23 18:21:00,CLI0115,VEN01,755.56,57.11,concluida,balcao
V001034,2023-08-23 12:10:00,CLI0120,VEN04,1842.14,2.36,concluida,balcao
V001035,2023-08-23 09:44:00,CLI0129,VEN02,16936.17,147.83,concluida,balcao
V001036,2023-08-23 14:32:00,CLI0130,VEN01,9649.52,282.23,concluida,telefone
V001037,2023-08-23 07:09:00,CLI0149,VEN02,11799.52,22.61,concluida,balcao
V001038,2023-08-24 08:13:00,CLI0026,VEN01,760.82,0.0,concluida,balcao
V001039,2023-08-24 08:14:00,CLI0033,VEN01,2951.88,3.69,concluida,telefone
V001040,2023-08-24 18:38:00,CLI0052,VEN04,643.06,0.0,concluida,balcao
V001041,2023-08-24 15:48:00,CLI0055,VEN01,324.71,0.0,concluida,telefone
V001042,2023-08-24 09:33:00,CLI0149,VEN03,6581.02,110.61,concluida,balcao
V001043,2023-08-25 17:41:00,CLI0020,VEN03,1669.26,0.0,concluida,telefone
V001044,2023-08-25 08:15:00,CLI0069,VEN01,1263.58,0.0,concluida,balcao
V001045,2023-08-25 18:58:00,CLI0071,VEN04,7897.44,488.91,concluida,telefone
V001046,2023-08-25 17:11:00,CLI0088,VEN03,416.4,0.0,concluida,balcao
V001047,2023-08-25 07:31:00,CLI0097,VEN01,74.55,0.0,concluida,telefone
V001048,2023-08-25 07:03:00,CLI0126,VEN03,1699.72,0.0,concluida,telefone
V001049,2023-08-25 14:23:00,CLI0128,VEN03,391.85,0.0,concluida,telefone
V001050,2023-08-26 09:23:00,CLI0050,VEN01,335.56,0.0,concluida,telefone
V001051,2023-08-26 16:35:00,CLI0066,VEN03,128.9,0.0,concluida,telefone
V001052,2023-08-26 15:07:00,CLI0103,VEN01,7558.86,302.34,concluida,balcao
V001053,2023-08-26 17:15:00,CLI0130,VEN03,3912.69,278.95,concluida,balcao
V001054,2023-08-26 09:41:00,CLI0149,VEN04,9291.64,480.44,concluida,balcao
V001055,2023-08-27 09:01:00,CLI0016,VEN01,5289.94,64.02,concluida,balcao
V001056,2023-08-27 10:42:00,CLI0103,VEN03,17008.74,175.26,concluida,balcao
V001057,2023-08-28 16:27:00,CLI0020,VEN03,8617.91,208.09,concluida,balcao
V001058,2023-08-28 18:05:00,CLI0038,VEN03,995.13,0.0,concluida,balcao
V001059,2023-08-28 17:24:00,CLI0064,VEN03,2793.45,0.0,concluida,telefone
V001060,2023-08-28 13:09:00,CLI0071,VEN02,12117.45,245.33,concluida,balcao
V001061,2023-08-28 07:15:00,CLI0079,VEN04,1284.04,0.0,concluida,balcao
V001062,2023-08-28 11:08:00,CLI0089,VEN04,178.41,0.0,concluida,balcao
V001063,2023-08-28 11:43:00,CLI0098,VEN02,2220.96,32.87,concluida,balcao
V001064,2023-08-28 08:19:00,CLI0111,VEN02,495.05,0.0,concluida,balcao
V001065,2023-08-28 13:17:00,CLI0115,VEN04,12961.0,622.63,concluida,balcao
V001066,2023-08-28 13:39:00,CLI0129,VEN02,6370.29,62.11,concluida,telefone
V001067,2023-08-29 07:29:00,CLI0020,VEN01,5181.7,38.05,concluida,balcao
V001068,2023-08-29 17:42:00,CLI0026,VEN02,2561.96,103.63,concluida,balcao
V001069,2023-08-29 12:57:00,CLI0052,VEN04,1221.22,0.0,concluida,telefone
V001070,2023-08-29 11:36:00,CLI0069,VEN02,1343.84,0.0,concluida,balcao
V001071,2023-08-29 10:30:00,CLI0071,VEN04,13091.53,70.05,concluida,balcao
V001072,2023-08-29 12:07:00,CLI0075,VEN02,803.18,0.0,concluida,telefone
V001073,2023-08-29 16:22:00,CLI0087,VEN03,27.84,0.0,concluida,balcao
V001074,2023-08-29 13:07:00,CLI0096,VEN01,14246.67,368.02,concluida,telefone
V001075,2023-08-29 10:51:00,CLI0098,VEN01,3791.87,0.0,concluida,balcao
V001076,2023-08-29 16:17:00,CLI0115,VEN01,6924.65,336.36,concluida,telefone
V001077,2023-08-29 10:24:00,CLI0138,VEN04,286.3,0.0,concluida,telefone
V001078,2023-08-30 18:16:00,CLI0111,VEN02,2464.61,0.0,concluida,telefone
V001079,2023-08-30 18:14:00,CLI0115,VEN04,9550.89,0.0,concluida,balcao
V001080,2023-08-30 12:05:00,CLI0127,VEN04,896.52,5.5,concluida,balcao
V001081,2023-08-30 13:12:00,CLI0149,VEN02,9858.29,314.61,concluida,balcao
V001082,2023-08-31 15:16:00,CLI0013,VEN01,442.51,13.36,concluida,balcao
V001083,2023-08-31 17:16:00,CLI0020,VEN01,19976.34,1255.91,concluida,telefone
V001084,2023-08-31 10:38:00,CLI0023,VEN03,21618.79,372.15,concluida,balcao
V001085,2023-08-31 12:06:00,CLI0049,VEN01,3626.39,108.94,concluida,balcao
V001086,2023-08-31 10:20:00,CLI0052,VEN02,411.18,18.64,concluida,balcao
V001087,2023-08-31 10:56:00,CLI0067,VEN01,9117.86,330.13,concluida,balcao
V001088,2023-08-31 08:04:00,CLI0093,VEN02,912.42,0.0,concluida,telefone
V001089,2023-08-31 17:43:00,CLI0096,VEN02,26139.69,2093.57,concluida,telefone
V001090,2023-08-31 08:46:00,CLI0108,VEN01,3717.81,0.0,concluida,telefone
V001091,2023-08-31 12:07:00,CLI0121,VEN03,389.31,0.0,concluida,balcao
V001092,2023-09-01 17:45:00,CLI0020,VEN04,18466.99,162.49,concluida,balcao
V001093,2023-09-01 11:53:00,CLI0042,VEN04,3024.03,4.23,concluida,balcao
V001094,2023-09-01 09:17:00,CLI0046,VEN02,3586.66,0.0,concluida,balcao
V001095,2023-09-01 13:10:00,CLI0111,VEN03,454.07,11.38,concluida,balcao
V001096,2023-09-01 12:04:00,CLI0134,VEN03,320.58,0.0,concluida,balcao
V001097,2023-09-01 11:44:00,CLI0147,VEN01,14074.56,467.54,concluida,balcao
